,pessoa_id,pessoa_idade,salario_ano,propriedade_sit,ano_trabalhado,motivo_emprestimo,pontuacao_emprestimos,vl_total,tx_juros,inadimplencia,tx_renda_divida,hst_inadimplencia,hst_primeiro_credito
1841,G1HDMqiF-neBb,22.0,57204.0,1,6.0,3,4,9000.0,15.58,0.0,0.16,1.0,3
1842,7rSGYCu0-rOri,22.0,48000.0,2,6.0,5,1,4800.0,8.49,0.0,0.1,0.0,4
1843,ajqpG4lN-bhHw,24.0,105000.0,1,8.0,4,2,6000.0,9.99,0.0,0.06,0.0,2
1844,nwAsix1Q-jRAO,34.0,30000.0,1,5.0,5,1,14000.0,7.51,0.0,0.47,0.0,8
1846,X2IkwelG-syWn,36.0,94185.0,1,3.0,2,1,10000.0,9.32,0.0,0.11,0.0,15
1847,myIMCnoT-Kgkm,28.0,30500.0,3,4.0,4,1,3000.0,9.63,0.0,0.1,0.0,8
1848,OwlcMU9o-A6W2,26.0,95000.0,1,9.0,3,4,25000.0,16.89,0.0,0.26,1.0,2
1849,z2PcJKob-oQdI,28.0,73000.0,1,6.0,5,2,15000.0,11.83,0.0,0.21,0.0,9
1850,5y53dh38-ws25,23.0,60000.0,3,3.0,2,3,25000.0,12.73,1.0,0.42,0.0,3
1852,j1feZBOx-H9UO,32.0,12000.0,3,2.0,3,1,6200.0,6.17,1.0,0.52,0.0,9
1853,zC8mISCG-077D,24.0,97000.0,1,3.0,3,3,6400.0,15.96,0.0,0.07,0.0,3
1854,eWRy496h-Zwhe,24.0,31000.0,1,8.0,6,1,8000.0,5.42,0.0,0.26,0.0,4
1856,Y0C0iCQc-Lw1i,32.0,44500.0,1,16.0,5,1,6000.0,8.9,0.0,0.13,0.0,9
1857,rm0cU0uu-PhKE,22.0,84000.0,1,0.0,4,1,10000.0,7.88,0.0,0.12,0.0,3
1858,UQUfqPSg-fUei,29.0,33864.0,3,2.0,5,4,6000.0,14.91,1.0,0.18,1.0,6
1859,2eJeY9Q2-fOuZ,30.0,107004.0,1,3.0,5,3,12000.0,13.79,0.0,0.11,1.0,10
1860,Rq2inCaE-mHeC,24.0,51000.0,3,3.0,4,1,9000.0,5.79,0.0,0.18,0.0,3
1861,Ukz2yfJh-dEMf,22.0,72000.0,3,2.0,3,1,8000.0,7.9,0.0,0.11,0.0,4
1863,lFDZDdIO-Ea9W,29.0,63440.0,2,7.0,3,1,20000.0,8.9,0.0,0.32,0.0,10
1865,YN5kxCt0-0vEk,40.0,28800.0,3,3.0,2,3,4200.0,14.72,1.0,0.15,1.0,16
1866,PaDDXeAE-zbQX,22.0,72000.0,1,6.0,3,5,8000.0,16.45,0.0,0.11,0.0,4
1867,Sk7ptRsI-zX1p,28.0,64900.0,1,12.0,1,4,25000.0,15.37,1.0,0.39,0.0,6
1868,iy6IQ3mb-TZmy,34.0,44000.0,3,3.0,1,4,14000.0,15.65,1.0,0.32,1.0,7
1869,FRjKQooY-XlHv,47.0,44000.0,2,3.0,6,2,4000.0,11.14,0.0,0.09,0.0,16
1870,ikdP42M8-Nml1,29.0,74797.0,1,2.0,4,4,15000.0,15.33,1.0,0.17,1.0,10
1871,gns0pP5S-Sif7,25.0,19200.0,3,5.0,3,4,5875.0,14.11,1.0,0.31,0.0,3
1872,YZUDvHOX-WhGG,26.0,52700.0,1,3.0,4,4,7500.0,13.8,1.0,0.12,0.0,2
1873,HocKS3To-u8wK,30.0,21300.0,3,1.0,1,3,4000.0,12.87,0.0,0.19,1.0,7
1874,FW9mP5sO-BQuQ,42.0,60000.0,1,1.0,4,1,8000.0,5.42,0.0,0.13,0.0,13
1875,3ZRm9zl3-Z7sl,44.0,68500.0,1,4.0,2,4,14300.0,15.31,0.0,0.21,0.0,17
1876,bT6ZKoni-kzXO,24.0,28590.0,3,7.0,4,4,8000.0,15.65,0.0,0.28,1.0,2
1878,dWGtXZy6-3ci7,26.0,75000.0,2,10.0,5,2,7000.0,10.59,0.0,0.09,0.0,4
1879,LMGFANJr-ypDQ,23.0,46776.0,2,7.0,1,4,15000.0,13.24,0.0,0.32,0.0,4
1880,MKlenYiv-3L8K,24.0,57000.0,1,8.0,5,4,14000.0,14.91,0.0,0.25,0.0,4
1881,CtvLDDAS-CW80,34.0,52809.0,3,18.0,5,2,13000.0,10.62,0.0,0.25,0.0,9
1882,XS3FYw2P-GD4B,35.0,17000.0,3,0.0,4,1,4750.0,9.32,1.0,0.28,0.0,6
1883,Rnt3dnsH-UtMc,28.0,28800.0,1,2.0,6,2,2000.0,10.59,0.0,0.07,0.0,7
1884,H14l3kln-Ihum,30.0,40000.0,1,9.0,1,2,3000.0,11.71,0.0,0.07,0.0,7
1886,gODeloYU-r656,27.0,52500.0,3,7.0,2,1,11425.0,7.51,0.0,0.22,0.0,7
1888,fg96ZaIA-9uiF,26.0,60000.0,1,3.0,2,3,30000.0,14.27,0.0,0.5,1.0,3
1889,lc1cxw24-51Ol,21.0,90200.0,3,2.0,2,3,19125.0,13.92,0.0,0.21,0.0,4
1890,OGA5lFwf-KdeZ,24.0,90000.0,3,7.0,3,2,16000.0,12.18,0.0,0.18,0.0,2
1891,ZHaiaIw6-JIIe,28.0,55000.0,2,0.0,1,4,6700.0,16.77,0.0,0.12,1.0,7
1892,vmMPzLXI-GC1o,22.0,30000.0,3,4.0,3,3,10000.0,14.35,1.0,0.33,0.0,3
1893,brTji0vs-6JE4,22.0,80000.0,3,3.0,1,1,9000.0,6.91,0.0,0.11,0.0,3
1894,0GEPMvNC-Sv6P,22.0,69528.0,3,6.0,2,3,6000.0,12.99,0.0,0.09,1.0,3
1895,i1l5mEDP-dqTD,38.0,85900.0,3,6.0,1,2,10000.0,12.53,0.0,0.12,0.0,13
1896,rOqxWhR2-31q7,25.0,90000.0,1,9.0,2,1,10000.0,5.42,0.0,0.11,0.0,2
1897,YRYHN8WC-pNNU,37.0,70000.0,1,3.0,3,4,15000.0,15.2,0.0,0.21,0.0,15
1898,jbogyfwq-e7C6,32.0,36000.0,3,4.0,5,1,5300.0,8.9,0.0,0.15,0.0,6
1899,4b8dvSCz-zYf0,32.0,50400.0,3,11.0,3,2,8400.0,12.42,0.0,0.17,0.0,7
1900,EAm47Dz3-o1ya,24.0,45000.0,3,5.0,4,3,1300.0,13.61,0.0,0.03,1.0,4
1901,QEyZGo3K-ymH8,37.0,69000.0,2,12.0,6,1,12000.0,9.32,0.0,0.17,0.0,13
1902,s9RflUm1-DOni,23.0,32000.0,1,4.0,3,1,1200.0,7.68,0.0,0.04,0.0,2
1904,H1e2TUsO-SiY9,26.0,60000.0,1,7.0,3,4,15000.0,14.59,1.0,0.25,1.0,4
1905,34oLA65R-GpNJ,32.0,27600.0,3,0.0,4,1,7000.0,6.54,0.0,0.25,0.0,9
1906,ldNnASid-8WKc,23.0,42000.0,1,5.0,3,4,2000.0,15.2,1.0,0.05,1.0,2
1907,sM6gsiWY-phuf,27.0,72000.0,1,5.0,4,1,11500.0,6.91,0.0,0.16,0.0,10
1908,BcM8fH4E-dTWj,23.0,54000.0,3,7.0,2,4,10000.0,14.11,1.0,0.19,0.0,2
1909,GRWsbcQ4-Epur,22.0,32400.0,3,6.0,4,4,9250.0,14.46,1.0,0.29,1.0,4
1910,KT7YSudQ-vIWg,26.0,50000.0,2,5.0,4,1,3250.0,7.51,0.0,0.07,0.0,2
1911,oMyjQgkP-8DTM,41.0,48000.0,3,7.0,3,1,8000.0,5.99,0.0,0.17,0.0,15
1912,kRuCcdGB-ukoX,22.0,50004.0,3,6.0,5,4,15000.0,15.05,0.0,0.3,1.0,2
1915,SNveodJX-0Ua0,21.0,35000.0,3,0.0,4,2,3500.0,9.62,0.0,0.1,0.0,2
1916,ibjwELtK-D1QM,27.0,33996.0,3,8.0,1,4,6000.0,15.31,1.0,0.18,1.0,5
1917,T5s34mpa-vgtk,23.0,50000.0,1,7.0,3,1,3000.0,6.03,0.0,0.06,0.0,4
1919,ISGMGdnk-cIpw,28.0,48000.0,1,13.0,4,3,5000.0,15.27,1.0,0.1,1.0,8
1921,cRLiAnL1-qYYB,32.0,249996.0,1,4.0,2,3,14000.0,12.99,0.0,0.06,0.0,8
1922,uitThAsL-740I,23.0,85000.0,3,0.0,4,1,20000.0,7.49,0.0,0.24,0.0,2
1923,Lq5yFC5l-PtOp,24.0,21000.0,3,2.0,4,2,1800.0,10.65,0.0,0.09,0.0,2
1924,zcpPFPR0-mYCQ,23.0,14400.0,3,0.0,1,2,4000.0,10.74,1.0,0.28,0.0,3
1925,1GwI58qP-8HYg,25.0,76000.0,3,2.0,1,5,5000.0,17.19,1.0,0.07,1.0,3
1926,NDI9Te7R-Ce7G,24.0,42996.0,3,2.0,4,1,14000.0,7.51,1.0,0.33,0.0,2
1928,6y7ojIji-C4wh,34.0,39996.0,3,0.0,1,2,4750.0,9.25,0.0,0.12,0.0,10
1929,htCImGpS-ivxg,27.0,86875.0,1,5.0,5,2,8000.0,10.59,0.0,0.09,0.0,10
1930,tc8K9HFM-2WRz,27.0,27840.0,1,2.0,4,1,2400.0,5.42,0.0,0.09,0.0,7
1931,5ytSwSTb-hXB0,21.0,23040.0,3,0.0,6,1,6000.0,7.9,1.0,0.26,0.0,2
1932,DvkCUkGC-Y0sa,27.0,23652.0,1,9.0,2,1,2000.0,7.49,0.0,0.08,0.0,8
1933,aA174FdA-AxW7,26.0,62004.0,1,3.0,4,2,4000.0,9.99,0.0,0.06,0.0,2
1934,CMI9CEPY-h64k,22.0,96384.0,1,6.0,5,2,18000.0,10.25,0.0,0.19,0.0,3
1935,ycCY4FUa-CX8b,30.0,20000.0,3,2.0,2,1,5000.0,8.59,0.0,0.25,0.0,5
1936,sRpr6OOv-AwQ4,23.0,38400.0,3,5.0,3,2,13000.0,11.71,1.0,0.34,0.0,3
1937,IpR1jjfK-pFby,40.0,60000.0,3,0.0,1,2,6500.0,11.11,0.0,0.11,0.0,13
1938,w0K2B3MA-em5P,23.0,39000.0,3,0.0,2,5,4800.0,17.99,1.0,0.12,0.0,4
1941,27bTeAjr-JvAf,27.0,150000.0,2,0.0,3,1,10000.0,8.59,0.0,0.07,0.0,6
1942,Nq5JFoZ9-aStE,24.0,10980.0,2,0.0,2,1,1500.0,7.29,0.0,0.14,0.0,3
1944,rk0BMzrC-mQYh,29.0,28550.0,3,6.0,3,2,4000.0,10.59,0.0,0.14,0.0,8
1945,bgvYwYEN-dkik,23.0,30000.0,3,0.0,2,2,5000.0,11.86,0.0,0.17,0.0,2
1946,oqnFpkJM-06w4,35.0,55000.0,1,3.0,1,1,3200.0,5.79,0.0,0.06,0.0,10
1949,IWFRaiKj-sF1w,24.0,60500.0,3,1.0,1,4,8150.0,17.27,1.0,0.13,1.0,3
1950,BxRHg22r-58aa,25.0,66000.0,1,7.0,4,3,5875.0,10.91,0.0,0.09,1.0,4
1951,f9P58gS7-d497,22.0,45000.0,3,0.0,3,1,20000.0,7.9,1.0,0.44,0.0,4
1952,wKgCi7Pn-1maM,84.0,94800.0,1,2.0,2,1,10000.0,7.51,0.0,0.11,0.0,24
1953,JuFeW3fk-afmI,25.0,186000.0,2,9.0,5,2,10000.0,10.25,0.0,0.05,0.0,4
1954,GdHLAycZ-kdyR,26.0,70000.0,3,5.0,6,1,11000.0,6.62,0.0,0.16,0.0,4
1955,0yn1A4rF-NNSj,36.0,29000.0,3,9.0,4,2,1200.0,12.42,0.0,0.04,0.0,15
1956,KDrt0xoM-RTn7,23.0,46394.0,1,7.0,4,3,15000.0,13.47,0.0,0.32,0.0,2
1957,qOkoiOgi-Jax6,25.0,80000.0,1,0.0,4,1,10000.0,5.79,0.0,0.13,0.0,4
1958,ZzjMu3Ax-Zn6U,40.0,52479.0,3,17.0,2,4,6600.0,14.54,1.0,0.13,0.0,13
1959,D88Bi3Lz-j4Zs,34.0,86400.0,3,0.0,4,3,8000.0,13.49,0.0,0.09,1.0,9
1961,CwSkl6Ig-bg75,22.0,59000.0,3,2.0,3,2,11000.0,10.74,0.0,0.19,0.0,2
1962,UbWoe2OK-KpNN,39.0,108000.0,1,3.0,6,1,12000.0,6.99,1.0,0.11,0.0,13
1963,Pmvpbbop-jKHL,22.0,43000.0,1,6.0,3,2,9000.0,11.71,0.0,0.21,0.0,4
1965,uXoM2Hm4-IBZ7,30.0,30000.0,1,3.0,3,1,5100.0,7.9,0.0,0.17,0.0,8
1966,a06zxdKA-l5sm,27.0,75000.0,3,1.0,3,2,14400.0,11.36,0.0,0.19,0.0,7
1967,fG64lGrk-2P7X,31.0,175000.0,1,3.0,3,5,7500.0,19.69,0.0,0.04,0.0,9
1968,QWi3wr0F-hvh4,31.0,48996.0,3,0.0,1,5,5000.0,16.4,1.0,0.1,1.0,5
1969,UDqHMUeF-AaKW,29.0,38000.0,3,5.0,3,1,1000.0,7.88,0.0,0.03,0.0,9
1970,C7sZCJqT-ixFf,24.0,100800.0,1,8.0,4,2,10800.0,10.75,0.0,0.11,0.0,4
1971,dJ4mOC20-T0Os,25.0,40000.0,3,2.0,3,2,4200.0,9.63,0.0,0.1,0.0,2
1972,fMXNsWvZ-KtZ8,25.0,72972.0,1,9.0,2,3,10000.0,12.99,0.0,0.14,0.0,3
1973,6cgfrumD-utcY,23.0,47000.0,3,1.0,5,5,25000.0,17.93,1.0,0.53,0.0,2
1974,Lp4WfO3e-Bbep,38.0,23000.0,3,4.0,3,3,10000.0,13.48,1.0,0.43,1.0,16
1975,hO22XdWE-AwPH,25.0,42996.0,3,6.0,1,2,5000.0,10.38,0.0,0.12,0.0,2
1976,HF1aqHbZ-zrqe,32.0,32000.0,3,6.0,1,4,5000.0,18.25,1.0,0.16,1.0,7
1977,ZG51Y9ie-CMFS,26.0,53000.0,3,5.0,1,1,10000.0,8.59,0.0,0.19,0.0,4
1980,158hqUma-59Ka,24.0,30000.0,3,0.0,2,2,12000.0,11.48,1.0,0.4,0.0,3
1982,PEBKFHCi-F1yB,23.0,60000.0,3,4.0,3,1,7000.0,5.79,0.0,0.12,0.0,4
1983,eBAvHmdF-FMsf,23.0,68000.0,1,4.0,3,1,1000.0,8.0,0.0,0.01,0.0,4
1984,vAHAI7UW-Lmcw,34.0,93600.0,3,15.0,3,4,20000.0,15.31,0.0,0.21,0.0,5
1985,ivq4MRnD-kWX5,23.0,50000.0,3,4.0,3,1,8000.0,6.62,0.0,0.16,0.0,3
1986,4XAahf0Z-2SdL,23.0,29000.0,1,5.0,1,1,11500.0,7.9,0.0,0.4,0.0,4
1987,HMqAJ8Xc-NzB4,34.0,32000.0,3,0.0,4,1,4500.0,6.62,0.0,0.14,0.0,6
1988,Pt6Tea6D-Ch2p,30.0,50000.0,3,2.0,1,3,2000.0,14.79,0.0,0.04,1.0,6
1989,1g9WCMFa-F94U,29.0,68000.0,1,2.0,4,3,5000.0,12.99,0.0,0.07,0.0,9
1990,sGvScSlw-Obmx,26.0,99000.0,1,9.0,4,3,20000.0,14.22,0.0,0.2,0.0,4
1991,jK1TSBdj-367X,21.0,60000.0,1,5.0,3,1,6000.0,6.91,0.0,0.1,0.0,2
1992,P60uPZD8-fNgP,29.0,36000.0,3,6.0,5,1,12000.0,7.49,1.0,0.33,0.0,7
1993,xIsKLwvj-DkIw,25.0,62300.0,3,9.0,4,1,12000.0,7.9,0.0,0.19,0.0,4
1994,2AogWg46-WUb4,45.0,140000.0,3,10.0,3,1,8175.0,5.99,0.0,0.06,0.0,17
1995,w1b8APET-prJZ,29.0,12000.0,3,0.0,2,2,5600.0,12.18,1.0,0.47,0.0,10
1996,ueeGM2Qd-r8Oa,24.0,135000.0,1,8.0,5,1,5225.0,7.49,0.0,0.04,0.0,3
1997,BO52mJZy-zept,34.0,44000.0,1,8.0,1,3,4500.0,12.98,1.0,0.1,0.0,6
1998,W0DUOz52-yeik,27.0,70176.0,3,3.0,4,1,9000.0,7.88,0.0,0.13,0.0,5
2000,8hKKmJOj-s9xi,24.0,85000.0,3,0.0,6,3,8000.0,13.06,0.0,0.09,1.0,2
2001,88s3nc7r-pRaq,25.0,59000.0,2,6.0,6,1,5000.0,6.17,0.0,0.08,0.0,2
2002,FKUpEE5L-Pm4u,28.0,80000.0,2,2.0,6,3,16000.0,11.66,0.0,0.2,1.0,7
2003,z6jrkURl-HUK4,27.0,124100.0,3,3.0,4,3,10175.0,12.99,1.0,0.07,0.0,6
2004,Gh3IuXKH-rwjL,23.0,60000.0,1,3.0,4,1,4500.0,7.4,0.0,0.07,0.0,3
2006,zcxpTvQR-DFaS,30.0,50000.0,3,4.0,6,5,16000.0,16.77,1.0,0.32,0.0,5
2007,MWx6JpG5-C7nd,25.0,111262.0,1,2.0,2,2,20000.0,12.53,0.0,0.18,0.0,3
2008,gMdbFU8W-bPDW,35.0,82000.0,1,4.0,6,5,10000.0,16.69,0.0,0.12,1.0,9
2009,vZE4wQwT-lL2a,31.0,55000.0,3,5.0,4,3,8000.0,13.16,0.0,0.15,0.0,5
2010,xUKtr7FR-4X9a,28.0,44995.0,3,2.0,3,1,7350.0,7.49,0.0,0.16,0.0,10
2011,F718j6ma-XQs0,27.0,100000.0,1,4.0,3,6,20500.0,18.67,0.0,0.2,0.0,7
2012,GTbqmT0g-prY6,22.0,24000.0,3,6.0,5,2,7000.0,12.42,0.0,0.29,0.0,2
2013,zIo5ANj2-SHYX,34.0,77000.0,3,0.0,5,1,4800.0,7.14,0.0,0.06,0.0,7
2014,nF2gcCRN-stYv,23.0,60000.0,1,6.0,3,3,7000.0,12.99,0.0,0.12,1.0,2
2016,n6KNf8fg-wEn9,25.0,35000.0,3,6.0,2,2,3500.0,11.58,0.0,0.1,0.0,3
2018,gSYeaepN-0Ppf,34.0,74000.0,3,3.0,3,3,11200.0,11.66,1.0,0.15,0.0,10
2019,xnzIpFAr-XXwH,38.0,104800.0,1,6.0,6,1,14000.0,6.03,0.0,0.13,0.0,11
2020,na8zAHIK-wDOL,25.0,70000.0,1,1.0,5,1,4800.0,6.99,0.0,0.07,0.0,4
2021,LaD1rnxO-eK3m,28.0,41000.0,3,11.0,5,5,4000.0,18.64,1.0,0.1,1.0,5
2022,dUGFf9km-pDUJ,22.0,90000.0,1,6.0,4,2,6400.0,9.88,0.0,0.07,0.0,3
2024,NKGU783Y-fkQm,30.0,44760.0,3,1.0,3,2,3300.0,11.71,0.0,0.07,0.0,8
2026,rHE8njFd-B4YC,28.0,64049.0,1,7.0,2,2,20000.0,12.69,0.0,0.31,0.0,8
2027,qPwyWrv7-ylT1,29.0,32000.0,1,2.0,5,1,12000.0,7.88,0.0,0.38,0.0,6
2028,zyTpOpLf-ZnZv,26.0,38244.0,1,6.0,1,1,18000.0,9.63,0.0,0.47,0.0,3
2029,q961on4b-iNNh,30.0,60000.0,3,1.0,6,3,12000.0,13.84,0.0,0.2,1.0,7
2030,QjHemRlp-o68u,26.0,48996.0,3,5.0,3,1,5000.0,7.88,0.0,0.1,0.0,3
2032,YM8fcZGn-12J8,26.0,63000.0,1,10.0,4,1,3500.0,7.68,0.0,0.06,0.0,4
2033,XxS011wj-YXYE,26.0,54000.0,1,5.0,2,1,14000.0,7.88,0.0,0.26,0.0,3
2034,jxwo7EAY-TjQD,26.0,72000.0,3,8.0,2,1,7000.0,9.32,0.0,0.1,0.0,2
2036,B939Tems-OMxc,26.0,48000.0,3,0.0,4,3,12000.0,11.66,0.0,0.25,0.0,3
2037,U1J85pmQ-ETlB,29.0,62000.0,1,14.0,3,5,9600.0,18.39,0.0,0.15,0.0,10
2038,xK1w5cS0-UCXr,32.0,90000.0,3,11.0,6,3,20000.0,13.22,0.0,0.22,1.0,10
2039,aRf1qcjM-Eaf9,36.0,68000.0,4,2.0,2,1,7200.0,9.63,0.0,0.11,0.0,15
2040,o3znIJ7u-UMPh,23.0,53500.0,3,6.0,3,3,15000.0,13.47,0.0,0.28,0.0,2
2041,FKoxwWgc-7Dvr,40.0,63996.0,1,8.0,3,2,12000.0,10.25,0.0,0.19,0.0,12
2042,2Dd73YGl-YUHC,24.0,26000.0,3,6.0,2,2,10000.0,10.99,1.0,0.38,0.0,4
2043,MHWPLKvI-wDOA,34.0,180000.0,1,9.0,3,3,12900.0,12.99,0.0,0.07,1.0,7
2045,A5ZY7L8H-gkdX,32.0,39000.0,3,5.0,4,4,5000.0,14.09,1.0,0.13,0.0,10
2046,b8aDuFDK-rf05,28.0,39750.0,3,5.0,3,1,7250.0,8.49,0.0,0.18,0.0,8
2048,dQbfBjWS-fTJ4,31.0,95004.0,3,1.0,1,2,12000.0,10.75,0.0,0.13,0.0,5
2050,a1WeBHvc-m76g,33.0,66500.0,3,13.0,5,2,10000.0,10.95,0.0,0.15,0.0,6
2051,so6CahqT-A3FB,39.0,48500.0,3,1.0,2,2,5000.0,10.99,0.0,0.1,0.0,13
2052,GGAGGiBm-j0QI,35.0,106000.0,1,8.0,1,3,15000.0,15.96,0.0,0.14,0.0,8
2053,7OYYnGPZ-IXmS,23.0,62500.0,1,7.0,5,1,4000.0,7.43,0.0,0.06,0.0,3
2055,NvsuinQr-inUF,24.0,27000.0,2,9.0,4,1,9475.0,8.94,0.0,0.35,0.0,3
2056,YhdobYGN-7XI2,22.0,50000.0,3,6.0,1,5,18250.0,16.7,1.0,0.36,1.0,3
2057,OdJx3Dvp-xu1X,23.0,76000.0,1,8.0,1,2,6000.0,11.49,1.0,0.08,0.0,2
2058,5r7uj0Q5-izSt,32.0,105000.0,1,17.0,4,3,5000.0,14.65,0.0,0.05,0.0,9
2059,zXdHtqZq-X7cK,46.0,85000.0,4,0.0,6,1,1000.0,7.68,0.0,0.01,0.0,12
2060,oHzfiBMd-2uDz,21.0,100000.0,1,3.0,5,1,6200.0,8.49,0.0,0.06,0.0,4
2062,6wjmTJ6Y-hQGF,22.0,78413.0,1,6.0,3,2,17500.0,10.65,0.0,0.22,0.0,2
2063,38SLlzEf-P3H4,36.0,250000.0,3,2.0,1,1,20000.0,7.88,0.0,0.08,0.0,17
2064,IWztr1yj-Y7LO,32.0,100000.0,1,17.0,4,1,4500.0,5.42,0.0,0.04,0.0,10
2065,9Adgy4gm-X6z6,35.0,54000.0,3,4.0,1,5,17250.0,19.42,1.0,0.32,0.0,10
2066,CuqwOSvL-NdXW,27.0,15600.0,3,1.0,6,4,2250.0,18.25,1.0,0.14,0.0,6
2067,rJ4NCOWc-rp5k,42.0,45760.0,1,4.0,1,1,9600.0,7.51,0.0,0.21,0.0,17
2068,nIbkzddJ-QcWo,22.0,43200.0,1,1.0,2,4,8400.0,16.77,0.0,0.19,0.0,4
2070,ZkTkwUJL-14qc,30.0,110000.0,1,4.0,4,2,12000.0,10.74,0.0,0.11,0.0,8
2071,HAiH8QHa-z9qz,23.0,39000.0,1,0.0,4,4,8000.0,14.11,1.0,0.21,0.0,3
2072,sjDrpiqi-XQH6,22.0,40000.0,3,1.0,5,1,8000.0,7.9,0.0,0.2,0.0,4
2073,4xFDh9S2-4bdY,23.0,90000.0,3,0.0,2,1,2000.0,7.88,0.0,0.02,0.0,3
2074,8TybNXJq-gZDe,36.0,430000.0,3,2.0,3,3,25000.0,13.8,0.0,0.06,0.0,11
2075,fBrfcIAe-S3hX,31.0,47000.0,3,4.0,5,1,6000.0,6.99,0.0,0.13,0.0,7
2076,IjmbUeeE-6NQO,23.0,159996.0,1,2.0,1,1,12000.0,5.42,0.0,0.08,0.0,4
2077,0xqsBPxD-Rf5l,26.0,29000.0,3,10.0,1,1,9200.0,7.49,1.0,0.32,0.0,3
2080,EsvLPeYK-AjRn,24.0,47000.0,2,1.0,2,2,6000.0,11.11,0.0,0.13,0.0,4
2081,4UBmAzgx-bniT,32.0,237000.0,1,14.0,6,2,21000.0,9.2,0.0,0.09,0.0,9
2082,Xtr2ahWz-y98L,23.0,51600.0,1,1.0,1,2,5000.0,10.59,0.0,0.1,0.0,3
2083,KiiQYJJY-hJ5N,29.0,124000.0,1,11.0,6,1,2000.0,5.42,0.0,0.02,0.0,7
2084,e8wXfU9n-OHg4,23.0,47000.0,2,4.0,4,1,7000.0,7.51,0.0,0.15,0.0,3
2087,hhnQk1SP-Tiub,24.0,30000.0,3,6.0,4,1,6000.0,7.51,0.0,0.2,0.0,3
2088,nJ4cJC96-dY4M,24.0,36000.0,2,0.0,5,3,4000.0,13.06,0.0,0.11,1.0,3
2089,Z1qOQ2pg-hGGv,31.0,72000.0,1,6.0,4,1,9800.0,6.62,0.0,0.14,0.0,7
2090,brdcUobo-Yp2H,48.0,39000.0,3,7.0,4,4,5800.0,14.54,1.0,0.15,0.0,15
2091,GAmWx10w-zKXd,28.0,39000.0,3,12.0,1,2,5250.0,11.49,0.0,0.13,0.0,8
2092,DSeAwdGJ-MlNz,24.0,14400.0,3,1.0,3,3,1875.0,13.49,0.0,0.13,1.0,2
2093,noP4ho9h-hU4X,24.0,10000.0,3,0.0,5,2,1400.0,10.83,0.0,0.14,0.0,4
2094,SFDTMRuG-pzkZ,23.0,45000.0,0,2.0,2,0,2200.0,8.49,0.0,0.06,0.0,3
2095,HJUqeJBQ-BtW0,22.0,28000.0,3,6.0,6,2,1000.0,10.25,1.0,0.04,0.0,4
2096,wvqTLjgv-i9ko,27.0,56400.0,3,9.0,3,2,3000.0,11.83,0.0,0.05,0.0,9
2097,TCKP20wK-Oguw,21.0,31000.0,3,5.0,1,2,3200.0,10.37,1.0,0.1,0.0,3
2099,kXZoKgiO-jMjC,44.0,40000.0,1,8.0,5,1,8000.0,6.62,0.0,0.2,0.0,13
2100,mUAGiimF-gobt,35.0,38000.0,3,1.0,1,3,9000.0,14.65,0.0,0.24,1.0,8
2101,Px70y0hB-2oWQ,33.0,48000.0,3,4.0,1,2,3600.0,11.99,0.0,0.07,0.0,10
2102,in6CbnBp-Oov5,35.0,33000.0,2,0.0,3,3,2000.0,13.98,0.0,0.06,1.0,6
2103,ZZBZupPi-9roU,26.0,44000.0,1,4.0,2,2,11500.0,9.63,1.0,0.26,0.0,3
2104,vyfW5Qrn-SqOz,23.0,78000.0,3,5.0,5,2,17000.0,10.99,0.0,0.22,0.0,2
2105,HAHvdY6v-3qYP,22.0,93218.0,1,5.0,4,2,12000.0,11.49,0.0,0.13,0.0,3
2106,2Fn9R28P-tuf1,27.0,54000.0,3,0.0,1,4,5000.0,13.17,1.0,0.09,0.0,8
2107,DuLFjq19-HnIJ,29.0,32004.0,3,1.0,6,4,6000.0,15.7,1.0,0.19,0.0,9
2108,mhxRl7IJ-mxp7,29.0,75000.0,3,1.0,5,3,10250.0,12.23,0.0,0.14,1.0,10
2110,F82Gj3SN-IUcW,31.0,29000.0,3,7.0,6,4,13250.0,17.58,1.0,0.46,0.0,6
2111,JM3ryOKf-6nKH,34.0,106000.0,3,3.0,3,2,3000.0,11.12,0.0,0.03,0.0,7
2113,lluspI5q-L3gU,35.0,31577.0,3,6.0,4,2,5000.0,9.99,0.0,0.16,0.0,9
2114,8HJkpRUF-fE2T,24.0,40000.0,1,3.0,5,2,10500.0,11.36,0.0,0.26,0.0,4
2115,W9KDdLv3-8sWD,26.0,94000.0,1,8.0,2,1,15000.0,6.17,0.0,0.16,0.0,2
2116,fRljHOvf-BYjY,21.0,33800.0,3,5.0,4,2,15000.0,11.71,1.0,0.44,0.0,2
2117,qpcfFLUk-Ddqu,45.0,51000.0,1,2.0,4,1,7000.0,7.88,0.0,0.14,0.0,12
2119,APwif91H-dhrP,23.0,75000.0,2,6.0,5,1,24000.0,7.9,0.0,0.32,0.0,3
2121,d5rGlhBQ-tc8L,31.0,60000.0,3,4.0,3,1,25000.0,8.9,1.0,0.42,0.0,7
2122,fBJaM5DU-klOh,24.0,64575.0,3,2.0,2,1,12000.0,7.29,0.0,0.19,0.0,4
2123,s0RROeH6-kFRY,30.0,65000.0,3,3.0,2,3,10000.0,12.73,0.0,0.15,1.0,6
