pessoa_idade;salario_ano;propriedade_sit;ano_trabalhado;motivo_emprestimo;pontuacao_emprestimos;vl_total;tx_juros;inadimplencia;hst_inadimplencia;hst_primeiro_credito;faixa_idade;faixa_emprestimo
23.0;57355.0;Hipotecada;5.0;Médico;C;25000.0;13.49;1.0;0.0;3;2;49
34.0;120000.0;Hipotecada;2.0;Educativo;B;4200.0;12.69;0.0;0.0;6;4;8
33.0;96000.0;Hipotecada;0.0;Pagamento de débitos;C;8000.0;13.72;0.0;0.0;5;4;15
59.0;83768.0;Hipotecada;15.0;Pessoal;B;12000.0;11.86;0.0;0.0;18;9;23
27.0;20000.0;Alugada;0.0;Pessoal;D;6500.0;15.65;1.0;0.0;8;3;12
25.0;134748.0;Hipotecada;4.0;Melhora do lar;B;25000.0;10.75;0.0;0.0;3;2;49
29.0;68000.0;Outros;0.0;Empreendimento;B;16000.0;11.89;0.0;0.0;7;3;31
24.0;95000.0;Própria;8.0;Educativo;E;25000.0;16.32;0.0;0.0;3;2;49
30.0;102000.0;Hipotecada;4.0;Educativo;A;12250.0;7.66;0.0;0.0;8;3;24
24.0;51996.0;Hipotecada;0.0;Pessoal;B;12000.0;10.74;0.0;0.0;3;2;23
28.0;79000.0;Hipotecada;4.0;Empreendimento;D;2000.0;16.0;0.0;1.0;10;3;3
27.0;63844.0;Hipotecada;11.0;Pagamento de débitos;A;20000.0;6.54;0.0;0.0;5;3;39
28.0;77000.0;Hipotecada;4.0;Pagamento de débitos;B;2600.0;11.71;0.0;0.0;5;3;5
21.0;30000.0;Alugada;1.0;Melhora do lar;D;2400.0;17.19;1.0;1.0;2;2;4
42.0;68000.0;Alugada;3.0;Médico;B;8500.0;10.37;0.0;0.0;12;6;16
25.0;64800.0;Alugada;5.0;Melhora do lar;A;10000.0;7.88;0.0;0.0;4;2;19
23.0;132000.0;Hipotecada;3.0;Pagamento de débitos;A;9600.0;7.14;0.0;0.0;3;2;19
27.0;120000.0;Hipotecada;4.0;Empreendimento;A;8400.0;7.14;0.0;0.0;8;3;16
23.0;45000.0;Alugada;7.0;Médico;E;16000.0;16.45;1.0;1.0;4;2;31
30.0;116500.0;Hipotecada;9.0;Pagamento de débitos;C;15000.0;14.79;0.0;1.0;7;3;29
24.0;36000.0;Alugada;6.0;Médico;E;15250.0;15.95;1.0;1.0;2;2;30
53.0;34000.0;Hipotecada;0.0;Médico;B;10000.0;10.39;1.0;0.0;30;8;19
23.0;59000.0;Alugada;7.0;Educativo;C;20000.0;12.29;1.0;0.0;2;2;39
37.0;75000.0;Hipotecada;0.0;Empreendimento;C;17000.0;11.78;0.0;0.0;11;5;33
28.0;135000.0;Alugada;5.0;Empreendimento;B;4000.0;12.42;0.0;0.0;5;3;7
38.0;60000.0;Hipotecada;9.0;Educativo;E;16000.0;16.35;0.0;0.0;17;5;31
26.0;34000.0;Alugada;2.0;Pessoal;D;12000.0;14.96;1.0;0.0;3;3;23
24.0;47211.0;Própria;8.0;Melhora do lar;B;10000.0;11.83;0.0;0.0;3;2;19
25.0;82560.0;Alugada;6.0;Pagamento de débitos;A;4500.0;7.42;0.0;0.0;4;2;8
25.0;72000.0;Própria;8.0;Educativo;A;18000.0;7.66;0.0;0.0;3;2;35
24.0;51500.0;Alugada;6.0;Empreendimento;B;20000.0;12.21;1.0;0.0;4;2;39
31.0;75797.0;Alugada;8.0;Médico;C;5600.0;13.22;0.0;1.0;8;4;11
35.0;200000.0;Hipotecada;0.0;Melhora do lar;B;18000.0;10.99;0.0;0.0;10;4;35
28.0;60000.0;Hipotecada;13.0;Empreendimento;A;8650.0;8.9;0.0;0.0;10;3;17
43.0;50000.0;Alugada;5.0;Melhora do lar;B;9500.0;9.88;0.0;0.0;15;6;18
33.0;61000.0;Alugada;0.0;Melhora do lar;B;6000.0;10.39;0.0;0.0;9;4;11
27.0;136000.0;Hipotecada;3.0;Pessoal;A;5000.0;6.17;0.0;0.0;10;3;9
26.0;52000.0;Hipotecada;3.0;Melhora do lar;D;2500.0;14.59;0.0;0.0;4;3;4
25.0;89100.0;Alugada;9.0;Empreendimento;C;2000.0;13.49;0.0;1.0;3;2;3
22.0;78000.0;Hipotecada;6.0;Médico;A;7750.0;7.51;0.0;0.0;4;2;15
26.0;30000.0;Alugada;1.0;Pessoal;E;7500.0;14.75;1.0;0.0;3;3;14
38.0;42000.0;Própria;2.0;Educativo;B;5600.0;9.99;0.0;0.0;14;5;11
26.0;110000.0;Hipotecada;10.0;Empreendimento;C;8000.0;14.35;0.0;1.0;2;3;15
27.0;110000.0;Hipotecada;4.0;Pessoal;A;2500.0;8.07;0.0;0.0;6;3;4
31.0;13000.0;Alugada;6.0;Melhora do lar;B;7000.0;9.62;1.0;0.0;9;4;13
23.0;35000.0;Alugada;2.0;Melhora do lar;B;4000.0;12.18;1.0;0.0;4;2;7
38.0;30000.0;Alugada;0.0;Educativo;B;5600.0;9.99;1.0;0.0;15;5;11
38.0;40000.0;Hipotecada;5.0;-;A;15000.0;13.79;0.0;1.0;2;5;29
24.0;52000.0;Alugada;2.0;Médico;A;5600.0;7.29;0.0;0.0;2;2;11
26.0;65000.0;Alugada;0.0;Empreendimento;C;17000.0;13.47;0.0;0.0;2;3;33
21.0;30000.0;Hipotecada;0.0;Médico;A;7125.0;7.51;1.0;0.0;4;2;14
29.0;120000.0;Alugada;1.0;Empreendimento;C;17500.0;12.87;0.0;1.0;8;3;34
26.0;40000.0;Alugada;3.0;Médico;A;21000.0;6.54;1.0;0.0;4;3;41
24.0;30000.0;Alugada;4.0;Pagamento de débitos;E;3000.0;19.29;1.0;1.0;2;2;5
23.0;85000.0;Hipotecada;7.0;Educativo;C;20000.0;13.22;0.0;1.0;4;2;39
25.0;26004.0;Hipotecada;3.0;Educativo;B;10000.0;9.91;0.0;0.0;2;2;19
28.0;90000.0;Alugada;5.0;Pagamento de débitos;C;7000.0;12.87;0.0;1.0;10;3;13
23.0;56000.0;Alugada;8.0;Médico;G;21600.0;21.21;1.0;1.0;4;2;43
23.0;116000.0;Alugada;7.0;Educativo;A;11000.0;8.94;0.0;0.0;2;2;21
31.0;30000.0;Alugada;0.0;Pagamento de débitos;B;3000.0;10.08;1.0;0.0;10;4;5
23.0;87200.0;Hipotecada;0.0;Empreendimento;A;10000.0;6.92;0.0;0.0;3;2;19
27.0;49200.0;Hipotecada;4.0;Melhora do lar;A;2500.0;5.42;0.0;0.0;10;3;4
30.0;49000.0;Alugada;14.0;Médico;B;1800.0;11.71;0.0;0.0;5;3;3
26.0;117000.0;Hipotecada;8.0;Educativo;A;6000.0;7.51;0.0;0.0;3;3;11
26.0;90000.0;Alugada;2.0;Pessoal;A;10000.0;7.49;0.0;0.0;4;3;19
28.0;78000.0;Hipotecada;11.0;Pagamento de débitos;E;12000.0;16.95;1.0;1.0;7;3;23
23.0;100000.0;Hipotecada;7.0;Educativo;A;15000.0;7.88;0.0;0.0;4;2;29
42.0;66500.0;Alugada;8.0;Empreendimento;B;6000.0;10.25;0.0;0.0;15;6;11
21.0;47000.0;Hipotecada;2.0;Médico;A;5400.0;8.9;0.0;0.0;3;2;10
28.0;45996.0;Outros;12.0;Empreendimento;B;5500.0;10.2;0.0;0.0;10;3;10
29.0;47133.0;Alugada;5.0;Médico;B;5100.0;11.86;0.0;0.0;7;3;10
29.0;28000.0;Alugada;9.0;Médico;A;13200.0;6.17;1.0;0.0;10;3;26
28.0;70000.0;Própria;4.0;Pessoal;D;25000.0;15.57;0.0;0.0;9;3;49
21.0;53000.0;Hipotecada;5.0;Empreendimento;C;18000.0;13.8;0.0;1.0;3;2;35
30.0;34000.0;Alugada;1.0;Médico;A;8000.0;7.9;1.0;0.0;5;3;15
22.0;60000.0;Alugada;3.0;Pagamento de débitos;B;9000.0;11.86;0.0;0.0;4;2;17
22.0;46610.0;Alugada;6.0;Pagamento de débitos;B;18000.0;10.71;1.0;0.0;3;2;35
24.0;33198.0;Alugada;3.0;Médico;C;7000.0;14.27;1.0;0.0;3;2;13
23.0;95000.0;Alugada;7.0;Empreendimento;D;15000.0;15.05;0.0;1.0;2;2;29
22.0;60000.0;Hipotecada;5.0;Pagamento de débitos;A;8000.0;6.99;0.0;0.0;4;2;15
32.0;48000.0;Hipotecada;8.0;Melhora do lar;A;5200.0;5.42;0.0;0.0;5;4;10
26.0;62000.0;Alugada;7.0;Pessoal;C;8000.0;12.99;0.0;0.0;4;3;15
32.0;44400.0;Alugada;5.0;Empreendimento;D;15000.0;16.49;1.0;1.0;5;4;29
30.0;15000.0;Alugada;2.0;Melhora do lar;D;4000.0;13.67;1.0;1.0;7;3;7
36.0;135000.0;Alugada;0.0;-;;6000.0;10.99;0.0;0.0;14;5;11
24.0;13000.0;Alugada;0.0;Pagamento de débitos;A;5000.0;8.0;1.0;0.0;2;2;9
24.0;91000.0;Hipotecada;5.0;Médico;A;15000.0;7.88;0.0;0.0;4;2;29
25.0;32760.0;Hipotecada;6.0;Empreendimento;B;6000.0;10.59;0.0;0.0;2;2;11
25.0;41000.0;Alugada;1.0;Pessoal;D;4000.0;14.84;1.0;1.0;4;2;7
26.0;62500.0;Hipotecada;9.0;Médico;B;8000.0;11.49;0.0;0.0;2;3;15
26.0;110000.0;Hipotecada;4.0;Empreendimento;B;5000.0;9.63;0.0;0.0;2;3;9
40.0;142000.0;Hipotecada;8.0;Empreendimento;B;15000.0;10.99;0.0;0.0;14;5;29
26.0;48000.0;Alugada;5.0;Médico;A;7000.0;5.79;0.0;0.0;3;3;13
23.0;31200.0;Própria;7.0;Educativo;B;6000.0;10.37;0.0;0.0;3;2;11
23.0;57750.0;Alugada;3.0;-;A;9000.0;10.0;0.0;0.0;3;2;17
27.0;36000.0;Alugada;3.0;Médico;B;5800.0;12.42;0.0;0.0;10;3;11
28.0;59000.0;Alugada;2.0;Pagamento de débitos;C;5000.0;15.23;1.0;0.0;6;3;9
28.0;95000.0;Hipotecada;5.0;Pagamento de débitos;A;23450.0;7.9;0.0;0.0;5;3;46
29.0;130000.0;Hipotecada;5.0;Educativo;A;24800.0;7.49;0.0;0.0;10;3;49
22.0;30000.0;Hipotecada;0.0;Empreendimento;B;5000.0;11.48;0.0;0.0;4;2;9
22.0;74000.0;Hipotecada;6.0;Educativo;A;10000.0;7.88;0.0;0.0;2;2;19
32.0;29962.0;Alugada;4.0;Médico;B;8000.0;12.53;0.0;0.0;7;4;15
29.0;40000.0;Alugada;7.0;Pessoal;A;11450.0;8.49;0.0;0.0;5;3;22
26.0;14400.0;Alugada;2.0;Pagamento de débitos;D;2000.0;15.58;1.0;0.0;4;3;3
25.0;45000.0;Hipotecada;9.0;Melhora do lar;B;3000.0;9.99;0.0;0.0;4;2;5
44.0;72061.0;Hipotecada;8.0;Empreendimento;C;4200.0;14.17;0.0;1.0;14;6;8
37.0;60000.0;Alugada;1.0;Empreendimento;D;10000.0;15.99;1.0;1.0;14;5;19
27.0;71000.0;Própria;0.0;Empreendimento;E;5000.0;17.39;1.0;0.0;9;3;9
27.0;34928.0;Alugada;1.0;Melhora do lar;E;11500.0;16.0;1.0;0.0;5;3;22
37.0;108000.0;Alugada;0.0;Melhora do lar;E;20000.0;16.32;1.0;0.0;15;5;39
26.0;35000.0;Alugada;5.0;Empreendimento;C;13225.0;13.49;1.0;1.0;3;3;26
24.0;95000.0;Hipotecada;7.0;Pagamento de débitos;B;15000.0;12.69;0.0;0.0;3;2;29
26.0;120000.0;Hipotecada;8.0;Educativo;B;25000.0;9.76;0.0;0.0;3;3;49
22.0;85000.0;Hipotecada;0.0;Empreendimento;A;12800.0;6.54;0.0;0.0;3;2;25
23.0;54000.0;Alugada;3.0;Pagamento de débitos;A;6250.0;6.99;0.0;0.0;3;2;12
24.0;110004.0;Alugada;5.0;Médico;A;14000.0;7.88;0.0;0.0;2;2;27
34.0;41979.0;Hipotecada;14.0;Educativo;C;8150.0;15.23;0.0;0.0;10;4;16
23.0;72000.0;Hipotecada;7.0;Empreendimento;A;9000.0;6.76;0.0;0.0;2;2;17
40.0;71599.0;Alugada;0.0;Pessoal;A;6000.0;9.63;0.0;0.0;14;5;11
29.0;8472.0;Alugada;2.0;Pessoal;A;3000.0;7.49;1.0;0.0;7;3;5
26.0;72000.0;Hipotecada;7.0;Empreendimento;B;16000.0;10.59;0.0;0.0;3;3;31
26.0;33800.0;Hipotecada;9.0;Empreendimento;A;14400.0;7.88;0.0;0.0;3;3;28
33.0;18720.0;Própria;0.0;Pagamento de débitos;C;3500.0;13.16;1.0;1.0;6;4;6
34.0;126000.0;Hipotecada;2.0;Melhora do lar;B;9600.0;11.49;0.0;0.0;10;4;19
29.0;210000.0;Hipotecada;2.0;Médico;B;14000.0;12.42;0.0;0.0;6;3;27
26.0;67000.0;Hipotecada;2.0;Pagamento de débitos;D;6500.0;14.11;1.0;1.0;2;3;12
24.0;135000.0;Hipotecada;3.0;Empreendimento;B;21000.0;10.38;0.0;0.0;4;2;41
23.0;78000.0;Hipotecada;7.0;Educativo;B;1000.0;9.88;0.0;0.0;3;2;1
27.0;33267.0;Hipotecada;5.0;Melhora do lar;B;3200.0;12.18;0.0;0.0;6;3;6
23.0;78000.0;Alugada;5.0;Empreendimento;D;3000.0;16.89;0.0;0.0;3;2;5
25.0;100000.0;Hipotecada;9.0;Melhora do lar;B;17600.0;10.59;0.0;0.0;2;2;35
42.0;57996.0;-;26.0;Empreendimento;A;10000.0;13.57;0.0;0.0;3;6;19
32.0;29500.0;Hipotecada;4.0;Pagamento de débitos;B;7000.0;10.0;1.0;0.0;9;4;13
41.0;45840.0;Alugada;5.0;Pessoal;B;4600.0;10.99;0.0;0.0;16;6;9
26.0;32000.0;Alugada;3.0;Pagamento de débitos;A;5000.0;7.49;0.0;0.0;2;3;9
31.0;73000.0;Alugada;8.0;Educativo;E;35000.0;19.29;1.0;1.0;10;4;69
32.0;30000.0;Hipotecada;2.0;Educativo;D;6000.0;15.31;0.0;1.0;8;4;11
23.0;31000.0;Alugada;4.0;Pagamento de débitos;D;7200.0;14.54;1.0;0.0;3;2;14
23.0;36000.0;Hipotecada;7.0;Pagamento de débitos;C;15800.0;13.72;0.0;1.0;4;2;31
22.0;52000.0;Hipotecada;6.0;Pessoal;D;10000.0;13.87;1.0;1.0;4;2;19
25.0;60000.0;Alugada;3.0;Melhora do lar;A;10250.0;6.62;0.0;0.0;4;2;20
31.0;70000.0;Alugada;4.0;Educativo;A;5500.0;7.68;0.0;0.0;10;4;10
22.0;48048.0;Alugada;2.0;Médico;B;5000.0;11.36;0.0;0.0;4;2;9
27.0;75000.0;Hipotecada;0.0;Pessoal;A;7500.0;8.9;0.0;0.0;10;3;14
42.0;75000.0;Alugada;6.0;Médico;A;17000.0;7.9;0.0;0.0;13;6;33
28.0;31000.0;Alugada;3.0;Pessoal;D;6000.0;15.33;0.0;0.0;9;3;11
46.0;63000.0;Alugada;18.0;Melhora do lar;B;10000.0;10.51;0.0;0.0;11;7;19
26.0;36996.0;Alugada;8.0;Pessoal;C;9600.0;11.97;0.0;1.0;4;3;19
29.0;24000.0;Alugada;1.0;Médico;A;5000.0;6.92;0.0;0.0;10;3;9
33.0;130000.0;Hipotecada;9.0;Pessoal;D;25000.0;15.33;0.0;1.0;10;4;49
36.0;32000.0;Hipotecada;7.0;Educativo;B;5300.0;10.65;0.0;0.0;13;5;10
54.0;77000.0;Alugada;24.0;Empreendimento;C;24000.0;13.49;1.0;0.0;21;8;47
25.0;52000.0;Alugada;1.0;Empreendimento;A;10000.0;5.79;0.0;0.0;3;2;19
27.0;70000.0;Hipotecada;8.0;Médico;A;1300.0;5.79;0.0;0.0;9;3;2
27.0;27000.0;Própria;1.0;Empreendimento;A;6000.0;8.0;0.0;0.0;6;3;11
42.0;120000.0;Hipotecada;0.0;Educativo;B;9250.0;11.86;0.0;0.0;13;6;18
31.0;50000.0;Alugada;2.0;Médico;C;18000.0;13.48;1.0;1.0;9;4;35
25.0;56004.0;Hipotecada;5.0;Pagamento de débitos;B;8000.0;11.71;1.0;0.0;3;2;15
23.0;78000.0;Hipotecada;1.0;Pagamento de débitos;C;8000.0;12.87;1.0;1.0;3;2;15
29.0;28800.0;Alugada;5.0;Pessoal;A;4500.0;7.88;0.0;0.0;5;3;8
25.0;116000.0;Alugada;5.0;Pagamento de débitos;C;10000.0;14.26;0.0;1.0;4;2;19
22.0;60000.0;Hipotecada;7.0;Pessoal;B;12000.0;10.0;0.0;0.0;3;2;23
23.0;44000.0;Alugada;6.0;Melhora do lar;D;5000.0;16.77;1.0;0.0;2;2;9
22.0;153000.0;Hipotecada;5.0;Pagamento de débitos;D;24000.0;15.62;1.0;1.0;2;2;47
26.0;35000.0;Alugada;0.0;Empreendimento;C;12000.0;10.91;1.0;1.0;3;3;23
27.0;29160.0;Hipotecada;2.0;Empreendimento;A;8000.0;7.51;0.0;0.0;7;3;15
29.0;148716.0;Alugada;4.0;Pessoal;C;24250.0;13.23;0.0;1.0;9;3;48
22.0;96000.0;Hipotecada;3.0;Empreendimento;B;5000.0;10.99;0.0;0.0;4;2;9
22.0;24996.0;Alugada;3.0;Médico;A;10000.0;8.94;1.0;0.0;4;2;19
26.0;53004.0;Alugada;10.0;Melhora do lar;A;11000.0;5.79;0.0;0.0;4;3;21
23.0;58000.0;Alugada;1.0;Educativo;B;12800.0;12.42;0.0;0.0;4;2;25
22.0;34000.0;Alugada;1.0;Pessoal;C;6500.0;13.22;1.0;1.0;3;2;12
28.0;80004.0;Hipotecada;5.0;Médico;A;12000.0;6.91;0.0;0.0;6;3;23
24.0;65000.0;Hipotecada;8.0;Pagamento de débitos;B;6600.0;10.65;0.0;0.0;2;2;13
27.0;56244.0;Hipotecada;11.0;Melhora do lar;C;12000.0;14.22;0.0;0.0;8;3;23
27.0;70000.0;Alugada;3.0;Educativo;A;3000.0;7.68;0.0;0.0;10;3;5
26.0;66000.0;Hipotecada;6.0;Pagamento de débitos;B;7000.0;9.63;0.0;0.0;2;3;13
27.0;61200.0;Hipotecada;5.0;Médico;B;4500.0;11.86;0.0;0.0;7;3;8
28.0;76000.0;Alugada;2.0;Melhora do lar;C;15000.0;12.73;0.0;1.0;9;3;29
25.0;72000.0;Hipotecada;4.0;Pagamento de débitos;B;20000.0;11.83;0.0;0.0;4;2;39
24.0;48200.0;Alugada;3.0;Empreendimento;B;5000.0;10.38;0.0;0.0;3;2;9
27.0;60000.0;Alugada;1.0;Empreendimento;C;10000.0;13.22;0.0;0.0;7;3;19
22.0;59000.0;Hipotecada;7.0;Pessoal;D;4900.0;15.62;1.0;0.0;3;2;9
26.0;65000.0;Alugada;3.0;Melhora do lar;A;4200.0;7.29;0.0;0.0;2;3;8
25.0;80004.0;Alugada;5.0;Educativo;B;10000.0;9.62;0.0;0.0;4;2;19
24.0;65000.0;Alugada;0.0;Melhora do lar;B;23000.0;11.99;1.0;0.0;4;2;45
23.0;32000.0;Alugada;7.0;Empreendimento;C;10000.0;13.11;1.0;1.0;4;2;19
36.0;78000.0;Hipotecada;7.0;Pagamento de débitos;C;9600.0;13.98;1.0;1.0;13;5;19
21.0;53000.0;Alugada;2.0;Educativo;C;14000.0;14.65;0.0;0.0;3;2;27
24.0;35000.0;-;3.0;-;D;3200.0;11.71;0.0;0.0;2;2;6
25.0;140000.0;Hipotecada;9.0;Pagamento de débitos;B;35000.0;10.59;0.0;0.0;3;2;69
23.0;80000.0;Hipotecada;7.0;Pessoal;B;8500.0;11.14;0.0;0.0;2;2;16
38.0;49000.0;Alugada;4.0;Pagamento de débitos;A;3000.0;7.51;0.0;0.0;13;5;5
28.0;65000.0;Hipotecada;3.0;Melhora do lar;A;10000.0;7.49;0.0;0.0;7;3;19
27.0;48996.0;Alugada;2.0;Pagamento de débitos;A;4000.0;9.32;0.0;0.0;9;3;7
24.0;79000.0;Alugada;3.0;Pessoal;C;7000.0;12.54;0.0;0.0;3;2;13
28.0;84000.0;Hipotecada;12.0;Médico;B;20500.0;10.0;0.0;0.0;5;3;40
22.0;100000.0;Hipotecada;0.0;Médico;C;24000.0;13.47;0.0;0.0;4;2;47
31.0;55000.0;Alugada;2.0;Médico;B;10000.0;12.42;0.0;0.0;7;4;19
23.0;83000.0;Hipotecada;7.0;Educativo;B;1500.0;11.12;0.0;0.0;2;2;2
21.0;28800.0;Hipotecada;0.0;Pagamento de débitos;A;5000.0;7.49;0.0;0.0;3;2;9
24.0;44000.0;Alugada;3.0;Pagamento de débitos;C;12000.0;12.23;1.0;0.0;3;2;23
27.0;33000.0;Alugada;2.0;Médico;A;7600.0;8.0;0.0;0.0;10;3;15
26.0;62400.0;Alugada;0.0;Pessoal;B;5500.0;9.76;0.0;0.0;4;3;10
22.0;45000.0;Alugada;3.0;Médico;B;2400.0;12.18;0.0;0.0;4;2;4
22.0;38000.0;Hipotecada;2.0;Médico;B;8000.0;9.99;0.0;0.0;3;2;15
37.0;192000.0;Hipotecada;14.0;Pagamento de débitos;A;25600.0;5.99;0.0;0.0;17;5;51
22.0;43000.0;Alugada;1.0;Empreendimento;D;7500.0;14.96;1.0;0.0;3;2;14
23.0;45000.0;Alugada;3.0;Educativo;B;3600.0;11.49;0.0;0.0;3;2;7
25.0;32000.0;Alugada;1.0;Pessoal;D;6000.0;12.92;1.0;1.0;3;2;11
29.0;60000.0;Hipotecada;8.0;Melhora do lar;D;16000.0;14.96;0.0;1.0;6;3;31
26.0;40000.0;Alugada;2.0;Médico;A;12000.0;7.51;0.0;0.0;2;3;23
31.0;57335.0;Hipotecada;6.0;Educativo;D;16500.0;14.84;0.0;0.0;10;4;32
24.0;70000.0;Alugada;1.0;Melhora do lar;B;17600.0;10.62;0.0;0.0;2;2;35
23.0;30000.0;Alugada;6.0;Educativo;B;10775.0;10.65;1.0;0.0;4;2;21
26.0;173000.0;Hipotecada;0.0;Pessoal;A;10000.0;8.07;0.0;0.0;4;3;19
25.0;54000.0;Alugada;3.0;Melhora do lar;E;25000.0;16.82;1.0;0.0;4;2;49
28.0;112000.0;Hipotecada;9.0;Melhora do lar;B;15000.0;11.12;0.0;0.0;7;3;29
25.0;36480.0;Alugada;4.0;Pagamento de débitos;A;5000.0;6.54;0.0;0.0;2;2;9
23.0;55000.0;Alugada;7.0;Empreendimento;A;9600.0;7.49;0.0;0.0;2;2;19
25.0;43000.0;Alugada;3.0;Empreendimento;B;16000.0;11.49;1.0;0.0;2;2;31
23.0;111000.0;Hipotecada;7.0;Médico;B;8350.0;11.89;0.0;0.0;2;2;16
27.0;15085.0;Alugada;2.0;Empreendimento;A;5500.0;5.99;1.0;0.0;8;3;10
30.0;65600.0;Própria;5.0;Empreendimento;C;4000.0;12.68;0.0;1.0;7;3;7
21.0;23004.0;Alugada;5.0;Empreendimento;B;1350.0;9.99;0.0;0.0;2;2;2
26.0;30000.0;Própria;3.0;Pessoal;B;12000.0;11.36;0.0;0.0;3;3;23
23.0;75000.0;Hipotecada;4.0;Empreendimento;B;12000.0;9.91;0.0;0.0;2;2;23
28.0;59004.0;Hipotecada;1.0;Pessoal;A;8000.0;7.37;1.0;0.0;6;3;15
21.0;249996.0;Hipotecada;5.0;Pessoal;A;5000.0;8.59;0.0;0.0;3;2;9
26.0;32000.0;Alugada;1.0;Médico;C;7500.0;13.79;0.0;1.0;3;3;14
39.0;69000.0;Alugada;0.0;Pessoal;D;15000.0;14.42;1.0;0.0;12;5;29
25.0;138000.0;Hipotecada;9.0;Pessoal;A;8000.0;6.99;0.0;0.0;4;2;15
27.0;102500.0;Hipotecada;3.0;Melhora do lar;B;8000.0;10.59;0.0;0.0;6;3;15
26.0;36400.0;Alugada;4.0;Educativo;A;2300.0;7.4;0.0;0.0;2;3;4
43.0;80000.0;Alugada;5.0;Melhora do lar;B;10000.0;11.49;0.0;0.0;12;6;19
23.0;87000.0;Hipotecada;0.0;Educativo;C;12000.0;12.73;0.0;1.0;2;2;23
25.0;19200.0;Própria;4.0;Educativo;B;3000.0;11.99;1.0;0.0;4;2;5
23.0;13200.0;Hipotecada;2.0;Educativo;B;1400.0;9.25;0.0;0.0;4;2;2
31.0;50000.0;Alugada;9.0;Pagamento de débitos;A;12000.0;6.03;0.0;0.0;6;4;23
22.0;50000.0;Hipotecada;0.0;Pagamento de débitos;A;6400.0;7.29;0.0;0.0;4;2;12
25.0;45000.0;Alugada;0.0;Médico;A;12000.0;7.66;0.0;0.0;4;2;23
34.0;20000.0;Alugada;5.0;Médico;A;5000.0;8.9;0.0;0.0;5;4;9
44.0;109000.0;Hipotecada;17.0;Médico;C;12800.0;13.79;0.0;1.0;12;6;25
27.0;63000.0;Hipotecada;11.0;Pagamento de débitos;A;4400.0;5.99;0.0;0.0;8;3;8
29.0;70000.0;Hipotecada;11.0;Educativo;C;6000.0;14.27;0.0;1.0;7;3;11
29.0;83000.0;Alugada;13.0;Educativo;B;10000.0;11.99;0.0;0.0;6;3;19
28.0;12000.0;Alugada;0.0;Médico;C;2400.0;12.68;1.0;0.0;8;3;4
24.0;10000.0;Alugada;8.0;Pessoal;A;3000.0;7.9;1.0;0.0;3;2;5
22.0;27000.0;Própria;1.0;Médico;B;4800.0;11.99;0.0;0.0;2;2;9
33.0;37440.0;Alugada;5.0;Pessoal;B;4400.0;11.71;0.0;0.0;8;4;8
30.0;40000.0;Alugada;1.0;Pessoal;A;5500.0;7.74;0.0;0.0;6;3;10
32.0;40000.0;Hipotecada;12.0;Educativo;B;9000.0;10.59;0.0;0.0;7;4;17
35.0;90000.0;Hipotecada;3.0;Médico;A;14500.0;6.54;0.0;0.0;10;4;28
41.0;78000.0;Alugada;3.0;Melhora do lar;B;6000.0;9.63;0.0;0.0;11;6;11
38.0;50000.0;Hipotecada;4.0;Empreendimento;B;10000.0;11.86;0.0;0.0;11;5;19
23.0;70000.0;Alugada;1.0;Educativo;A;3500.0;5.42;0.0;0.0;3;2;6
24.0;55000.0;Alugada;0.0;Educativo;A;7500.0;6.03;0.0;0.0;3;2;14
24.0;40000.0;Própria;6.0;Médico;D;5000.0;11.86;0.0;0.0;4;2;9
24.0;60000.0;Hipotecada;8.0;Pessoal;A;18000.0;7.9;0.0;0.0;3;2;35
23.0;80000.0;Hipotecada;3.0;Pagamento de débitos;B;24000.0;11.71;0.0;0.0;3;2;47
30.0;37600.0;Alugada;2.0;Médico;C;15000.0;13.06;1.0;1.0;7;3;29
31.0;55000.0;Hipotecada;9.0;Pagamento de débitos;A;8000.0;7.49;0.0;0.0;9;4;15
32.0;24000.0;Alugada;2.0;Médico;B;2500.0;10.37;0.0;0.0;5;4;4
25.0;75000.0;Alugada;9.0;Pagamento de débitos;B;25000.0;10.36;1.0;0.0;2;2;49
24.0;45996.0;Alugada;2.0;Empreendimento;;25000.0;15.21;0.0;0.0;5;2;49
48.0;60000.0;Hipotecada;0.0;Empreendimento;A;2500.0;7.29;0.0;0.0;13;7;4
21.0;19200.0;Alugada;0.0;Pessoal;B;6000.0;9.88;1.0;0.0;2;2;11
25.0;19000.0;Própria;3.0;Empreendimento;A;4000.0;7.4;1.0;0.0;4;2;7
24.0;36000.0;Alugada;5.0;Pessoal;B;1500.0;10.0;0.0;0.0;3;2;2
29.0;43800.0;Própria;13.0;Melhora do lar;A;4800.0;7.05;0.0;0.0;7;3;9
27.0;72000.0;Hipotecada;6.0;Educativo;A;6000.0;5.42;0.0;0.0;6;3;11
39.0;31200.0;Alugada;2.0;Pessoal;B;6400.0;11.49;0.0;0.0;15;5;12
21.0;33009.0;Própria;5.0;Empreendimento;B;12000.0;11.48;0.0;0.0;4;2;23
22.0;160000.0;Alugada;6.0;Pessoal;A;20000.0;7.49;0.0;0.0;3;2;39
26.0;44000.0;Hipotecada;10.0;Pessoal;D;20000.0;17.27;1.0;1.0;2;3;39
32.0;63000.0;Alugada;11.0;Educativo;A;14000.0;6.91;0.0;0.0;5;4;27
